created_at,from_user,from_user_id,from_user_name,geo,text,to_user,metadata,_id,id
"Mon, 19 Nov 2012 05:34:06 +0000","ZachLyons14",65967041,"Zach Lyons ",null,"RT @YourFavWhiteGuy: Andre [2(500x2)]+25(40) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000284" },270399530099417090
"Mon, 19 Nov 2012 05:34:02 +0000","pettybooshwah",344903387,"Ls",null,"“@tottenkoph: Run DMZ #NerdRapperNames” *facepalm*",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000285" },270399514546954241
"Mon, 19 Nov 2012 05:33:55 +0000","jailyne_",603236364,"4 CHAINZZZZ",null,"#NerdRapperNames busy drake??",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000286" },270399484662534144
"Mon, 19 Nov 2012 05:33:48 +0000","jo",346,"joanne",null,"RT @tristanwalker: Young MC++ #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000287" },270399456199979008
"Mon, 19 Nov 2012 05:33:46 +0000","KyleMac1",44050132,"Kyle Mac",null,"@campby08 2 dimes 4 nickels and ten pennies, solidified liquid , heavyset joe. #nerdrappernames #tryingtohard","campby08",{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000288" },270399444757929984
"Mon, 19 Nov 2012 05:33:39 +0000","therealFABE",412921113,"FABE",null,"RT @TheRealRJD2: Edgar Allan Flow\n#NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000289" },270399415989190656
"Mon, 19 Nov 2012 05:33:39 +0000","livmartinn",53177286,"Olivia Martin™",null,"#NerdRapperNames The Notorious GPA",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400028a" },270399415674617856
"Mon, 19 Nov 2012 05:33:33 +0000","jailyne_",603236364,"4 CHAINZZZZ",null,"#NerdRapperNames doctor dre",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400028b" },270399393813889025
"Mon, 19 Nov 2012 05:33:33 +0000","David53012",758305508,"David",null,"RT @SheeeRatchet: #NerdRapperNames Tyler, the calculator.",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400028c" },270399393625153536
"Mon, 19 Nov 2012 05:33:26 +0000","KeanuFTW",951261030,"Keanu Juson",{ "type" : "Point", "coordinates" : [ 14.657051, 120.987997 ] },"#NerdRapperNames eminem+:",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400028d" },270399361228361728
"Mon, 19 Nov 2012 05:33:16 +0000","steph_a_nie",13106652,"Stephanie Cook",null,"RT @YourFavWhiteGuy: Andre [2(500x2)]+25(40) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400028e" },270399320388411392
"Mon, 19 Nov 2012 05:33:16 +0000","jo",346,"joanne",null,"RT @sandofsky: public void enemy() #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400028f" },270399320346476545
"Mon, 19 Nov 2012 05:33:11 +0000","AhmadQadoomi",66184425,"Ahmad Qaddoumi",null,"#NerdRapperNames 2M",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000290" },270399301379817473
"Mon, 19 Nov 2012 05:33:07 +0000","rjw18",41460965,"Rachel Wardell",null,"RT @YourFavWhiteGuy: MacBook Miller #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000291" },270399282455138304
"Mon, 19 Nov 2012 05:33:04 +0000","jakeman39",156106837,"Jake Nowry",null,"RT @YourFavWhiteGuy: Math-Whiz Khalifa #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000292" },270399268735553537
"Mon, 19 Nov 2012 05:32:48 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @SyracuseSeth: #NerdRapperNames C++ Lo Green",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000293" },270399201245024256
"Mon, 19 Nov 2012 05:32:42 +0000","deepika_awesome",260431907,"Dee-Light",null,"RT @A_manda1119: #NerdRapperNames Snoop Dorky Dork",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000294" },270399176368615425
"Mon, 19 Nov 2012 05:32:41 +0000","fugueish",908631278,"Chris Palmer",null,"RT @Loh: Michael Dell the Funky Homosapien #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000295" },270399175047389184
"Mon, 19 Nov 2012 05:32:41 +0000","andrewboji",302322318,"Boston Boji",null,"RT @YourFavWhiteGuy: Eazy-A #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000296" },270399172304322560
"Mon, 19 Nov 2012 05:32:35 +0000","EmilyAnglehart",354545464,"Emily Anglehart",null,"#NerdRapperNames Olivia Cahill",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000297" },270399147620855810
"Mon, 19 Nov 2012 05:32:32 +0000","deepika_awesome",260431907,"Dee-Light",null,"RT @austindavies: #NerdRapperNames 50 Cent-imeters",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000298" },270399138007482368
"Mon, 19 Nov 2012 05:32:25 +0000","d3florate",274223931,"Jason Leach",null,"RT @cboogie7: #NerdRapperNames Austin Long",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb4000299" },270399107300982784
"Mon, 19 Nov 2012 05:32:25 +0000","andrewboji",302322318,"Boston Boji",null,"RT @YourFavWhiteGuy: .@Common (Denominator) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400029a" },270399105510043648
"Mon, 19 Nov 2012 05:32:22 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @ImAustinIParty: #NerdRapperNames Run DMC squared",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400029b" },270399094239944704
"Mon, 19 Nov 2012 05:32:14 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @Eigenvariable: Socratic Method Man #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400029c" },270399062585507840
"Mon, 19 Nov 2012 05:32:14 +0000","sam_murphy22",522403915,"Samantha Melendez",null,"RT @YourFavWhiteGuy: A Dell #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400029d" },270399061545345025
"Mon, 19 Nov 2012 05:32:14 +0000","jo",346,"joanne",null,".@fugueish /usr/sbin/miked #NerdRapperNames :P","fugueish",{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400029e" },270399060178006017
"Mon, 19 Nov 2012 05:32:09 +0000","jailyne_",603236364,"4 CHAINZZZZ",null,"#NerdRapperNames fresh prince of macbook air",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb400029f" },270399039139356673
"Mon, 19 Nov 2012 05:32:09 +0000","Joy__Bee",253308893,"Joy",null,"RT @YourFavWhiteGuy: Math-Whiz Khalifa #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002a0" },270399038355025921
"Mon, 19 Nov 2012 05:32:06 +0000","fugueish",908631278,"Chris Palmer",null,"RT @sandofsky: public void enemy() #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002a1" },270399028284518400
"Mon, 19 Nov 2012 05:32:06 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @Jaw_knee22: #NerdRapperNames Dr. Dre PhD",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002a2" },270399025369460737
"Mon, 19 Nov 2012 05:32:01 +0000","_Billy_Ho",313415412,"Billy Ho",null,"#NerdRapperNames kanye Western Digital",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002a3" },270399005534609408
"Mon, 19 Nov 2012 05:31:59 +0000","rossluppino",520766121,"ross luppino",null,"#NerdRapperNames 1s^2 2s^2 2p^6 3s^2 3p^6 3d^10 4s^2 4p^6 4d^10 4f^14 5s^2 5p^6 5d^9 6s^2 in the s[(160 - 100) + 20]",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002a4" },270398998249078784
"Mon, 19 Nov 2012 05:31:51 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @rushbomb: Ice Rubik's Cube #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002a5" },270398963402801152
"Mon, 19 Nov 2012 05:31:49 +0000","andrewboji",302322318,"Boston Boji",null,"RT @YourFavWhiteGuy: Kanye Western Hemisphere #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002a6" },270398955601424385
"Mon, 19 Nov 2012 05:31:48 +0000","ddjmac",69568551,"Deepak",null,"The OAuthers #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002a7" },270398949817466882
"Mon, 19 Nov 2012 05:31:45 +0000","JVdaJuiceman",367935771,"JVdaJuiceman",null,"RT @YourFavWhiteGuy: Bone-Thugs-on-eHarmony #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002a8" },270398939021320192
"Mon, 19 Nov 2012 05:31:40 +0000","jo",346,"joanne",null,"RT @fugueish: /usr/sbin/chuckd #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002a9" },270398919693971456
"Mon, 19 Nov 2012 05:31:38 +0000","Joy__Bee",253308893,"Joy",null,"RT @YourFavWhiteGuy: Andre [2(500x2)]+25(40) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002aa" },270398911787708416
"Mon, 19 Nov 2012 05:31:37 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @hunterwalk: Cache Money #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002ab" },270398905777266690
"Mon, 19 Nov 2012 05:31:31 +0000","necrolingus",254899772,"Leigh Williams",null,"RT @YourFavWhiteGuy: Andre [2(500x2)]+25(40) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002ac" },270398880145870848
"Mon, 19 Nov 2012 05:31:29 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @hunterwalk: gHostname Killah (of Woot-Tang Clan of course) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002ad" },270398873179152384
"Mon, 19 Nov 2012 05:31:23 +0000","skyfeezy",278748898,"Matthew Lorenzo",null,"RT @CyrisXD: &lt;p&gt;Diddy&lt;/p&gt; #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002ae" },270398845446406145
"Mon, 19 Nov 2012 05:31:22 +0000","andrewboji",302322318,"Boston Boji",null,"RT @YourFavWhiteGuy: Bone-Thugs-on-eHarmony #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002af" },270398844553031680
"Mon, 19 Nov 2012 05:31:18 +0000","_Billy_Ho",313415412,"Billy Ho",null,"#NerdRapperNames frank Oracle",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002b0" },270398827591262208
"Mon, 19 Nov 2012 05:31:14 +0000","legmeetsbandana",410249950,"Sydney Paterson",null,"RT @YourFavWhiteGuy: Math-Whiz Khalifa #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002b1" },270398810390421504
"Mon, 19 Nov 2012 05:31:12 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @larsonite: Lazy-E. Valuation #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002b2" },270398799652986880
"Mon, 19 Nov 2012 05:31:04 +0000","sleepyhologram",19889591,"JMB3",null,"#NerdRapperNames Guildstarr",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002b3" },270398766140489729
"Mon, 19 Nov 2012 05:30:56 +0000","skyfeezy",278748898,"Matthew Lorenzo",null,"RT @sandofsky: public void enemy() #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002b4" },270398731864657920
"Mon, 19 Nov 2012 05:30:53 +0000","tbud96",151289985,"Tyler Budde",null,"#NerdRapperNames kanye north, east, south, and west",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002b5" },270398721525678080
"Mon, 19 Nov 2012 05:30:53 +0000","Just_BR3athe",301422423,"Breezer",null,"RT @YourFavWhiteGuy: MacBook Miller #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002b6" },270398719868956672
"Mon, 19 Nov 2012 05:30:50 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @kitmueller: Cleantech N9ne #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002b7" },270398707730636800
"Mon, 19 Nov 2012 05:30:45 +0000","cheyzahhh",128802926,"chey hanover",null,"RT @YourFavWhiteGuy: Andre [2(500x2)]+25(40) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002b8" },270398688080322560
"Mon, 19 Nov 2012 05:30:40 +0000","beautifuLifexo",338186413,"Cameron Dudley",null,"RT @YourFavWhiteGuy Andre [2(500x2)]+25(40) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002b9" },270398665095528448
"Mon, 19 Nov 2012 05:30:39 +0000","cheyzahhh",128802926,"chey hanover",null,"RT @YourFavWhiteGuy: Kanye Western Hemisphere #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae5fcb05d7eb40002ba" },270398661366800385
"Mon, 19 Nov 2012 05:30:37 +0000","DJCharlieCee",88587102,"Charlotte Chadee",null,"Andre [2(500x2)]+25(40) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002bb" },270398652533587968
"Mon, 19 Nov 2012 05:30:37 +0000","claytonb23",37596946,"Clayton Bristow",null,"RT @YourFavWhiteGuy: Bone-Thugs-on-eHarmony #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002bc" },270398652084781056
"Mon, 19 Nov 2012 05:30:26 +0000","BroBroseph",407436027,"Joey Felix",null,"@YourFavWhiteGuy is killing it with these #NerdRapperNames ideas","YourFavWhiteGuy",{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002bd" },270398609332269057
"Mon, 19 Nov 2012 05:30:25 +0000","Maaz_13",390089221,"Maaz",null,"RT @YourFavWhiteGuy: Kanye Western Hemisphere #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002be" },270398602571046913
"Mon, 19 Nov 2012 05:30:22 +0000","Jesse_Pangelala",203689952," jessePangelinan",null,"RT @YourFavWhiteGuy: Andre [2(500x2)]+25(40) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002bf" },270398589405118465
"Mon, 19 Nov 2012 05:30:21 +0000","_Billy_Ho",313415412,"Billy Ho",null,"RT @tbud96: #NerdRapperNames 2 Pac of calculators",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002c0" },270398586049662976
"Mon, 19 Nov 2012 05:30:16 +0000","AdamCamp36",377502137,"Adam Camp",null,"Busta Primes #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002c1" },270398567716380672
"Mon, 19 Nov 2012 05:30:16 +0000","Jesse_Pangelala",203689952," jessePangelinan",null,"RT @YourFavWhiteGuy: MacBook Miller #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002c2" },270398567116587008
"Mon, 19 Nov 2012 05:30:11 +0000","deepika_awesome",260431907,"Dee-Light",null,"RT @Jesse_Pangelala: #NerdRapperNames Jay-Zsquared",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002c3" },270398546052775936
"Mon, 19 Nov 2012 05:30:10 +0000","jailyne_",603236364,"4 CHAINZZZZ",null,"#NerdRapperNames Tyler the calculator",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002c4" },270398538897305600
"Mon, 19 Nov 2012 05:30:09 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @CyrisXD: &lt;p&gt;Diddy&lt;/p&gt; #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002c5" },270398537022439424
"Mon, 19 Nov 2012 05:30:07 +0000","meganw00d",28419582,"Megan Wood",null,"RT @YourFavWhiteGuy: Bone-Thugs-on-eHarmony #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002c6" },270398527153266688
"Mon, 19 Nov 2012 05:29:53 +0000","Monroedonato19",456781714,"Monroe Donato",null,"RT @YourFavWhiteGuy: Andre [2(500x2)]+25(40) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002c7" },270398469611606016
"Mon, 19 Nov 2012 05:29:51 +0000","tbud96",151289985,"Tyler Budde",null,"#NerdRapperNames 2 Pac of calculators",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002c8" },270398459188752384
"Mon, 19 Nov 2012 05:29:47 +0000","fugueish",908631278,"Chris Palmer",null,"/usr/sbin/chuckd #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002c9" },270398444693225473
"Mon, 19 Nov 2012 05:29:45 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @reyner: Eazy-E Commerce Solution #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002ca" },270398434832429056
"Mon, 19 Nov 2012 05:29:43 +0000","belaplease",888219078,"Honey Boo Boo",null,"RT @kashcatchem: #Nerdrappernames\ntyler the caculator earl sweatstains\n2brainzz",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002cb" },270398427404308480
"Mon, 19 Nov 2012 05:29:40 +0000","andrewboji",302322318,"Boston Boji",null,"RT @YourFavWhiteGuy: MacBook Miller #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002cc" },270398412950761472
"Mon, 19 Nov 2012 05:29:38 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @hunterwalk: Warren Gmail #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002cd" },270398408311861249
"Mon, 19 Nov 2012 05:29:37 +0000","PurviRajani",23949603,"Purvi Rajani",null,"RT @Loh: A Tribe Called GET REQUEST #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002ce" },270398401559031808
"Mon, 19 Nov 2012 05:29:32 +0000","starsandrobots",19281751,"Star Simpson ",null,"RT @fredbenenson: Run DHCP\n#NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002cf" },270398379304042496
"Mon, 19 Nov 2012 05:29:29 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @tristanwalker: Young MC++ #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002d0" },270398369208344576
"Mon, 19 Nov 2012 05:29:23 +0000","chrizcollinz",130006111,"Rilliam Dankspeare",null,"RT @YourFavWhiteGuy: MacBook Miller #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002d1" },270398343765692416
"Mon, 19 Nov 2012 05:29:21 +0000","Loh",69123976,"Elliot Loh",null,"Ice Cubed #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002d2" },270398334819246080
"Mon, 19 Nov 2012 05:29:20 +0000","luqehakim",115736455,"Luqman Hakim",null,"RT @turian: Nicki min(age) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002d3" },270398332424302594
"Mon, 19 Nov 2012 05:29:19 +0000","deepika_awesome",260431907,"Dee-Light",null,"RT @YourFavWhiteGuy: Math-Whiz Khalifa #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002d4" },270398327110107136
"Mon, 19 Nov 2012 05:29:16 +0000","kashcatchem",913928497,"kash catch'em",null,"#Nerdrappernames\ntyler the caculator earl sweatstains\n2brainzz",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002d5" },270398315424792576
"Mon, 19 Nov 2012 05:29:12 +0000","ShelbyCrooks",502302153,"Shelby Crooks",null,"RT @YourFavWhiteGuy: MacBook Miller #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002d6" },270398298882469888
"Mon, 19 Nov 2012 05:29:11 +0000","smpaet",37269878,"Sheena Marie Paet",null,"RT @gunit210: Scoolio\n#NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002d7" },270398292687478785
"Mon, 19 Nov 2012 05:29:00 +0000","pouringdown",6146632,"daniel liss",null,"Queue-Tip #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002d8" },270398247158308864
"Mon, 19 Nov 2012 05:28:51 +0000","Vitali_Kan",337246933,"Vitali Kan",null,"RT @YourFavWhiteGuy: Andre [2(500x2)]+25(40) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002d9" },270398208012849152
"Mon, 19 Nov 2012 05:28:50 +0000","Loh",69123976,"Elliot Loh",null,"A Tribe Called GET REQUEST #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002da" },270398205664038913
"Mon, 19 Nov 2012 05:28:42 +0000","Vitali_Kan",337246933,"Vitali Kan",null,"RT @YourFavWhiteGuy: MacBook Miller #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002db" },270398170943586305
"Mon, 19 Nov 2012 05:28:41 +0000","ljharb",13980622,"Jordan Harband",{ "type" : "Point", "coordinates" : [ 0, 0 ] },"@jordanekay Snoop Line in? #nerdrappernames","jordanekay",{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002dc" },270398168372477952
"Mon, 19 Nov 2012 05:28:39 +0000","Vitali_Kan",337246933,"Vitali Kan",null,"RT @YourFavWhiteGuy: Math-Whiz Khalifa #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002dd" },270398157236617216
"Mon, 19 Nov 2012 05:28:33 +0000","mixmastermegan",23383755,"Megan Sullivan",null,"RT @paulalexgray: The Fresh Prince of Macbook Air #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002de" },270398133354262528
"Mon, 19 Nov 2012 05:28:30 +0000","sydney_all_day",267514595,"sydney'marie",null,"RT @SheeeRatchet: #NerdRapperNames Tyler, the calculator.",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002df" },270398123250184192
"Mon, 19 Nov 2012 05:28:20 +0000","natashaallstar",343096516,"Natasha ⚓",null,"RT @SheeeRatchet: #NerdRapperNames Tyler, the calculator.",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002e0" },270398080967376896
"Mon, 19 Nov 2012 05:28:14 +0000","campby08",77124081,"Graham Campbell",null,"#NerdRapperNames The Outkast",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002e1" },270398054362918913
"Mon, 19 Nov 2012 05:28:13 +0000","Michael_Tonelli",701454007,"Michael Tonelli",null,"Bigger than average joe #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002e2" },270398051036835840
"Mon, 19 Nov 2012 05:28:03 +0000","Loh",69123976,"Elliot Loh",null,"Gang Starr.* #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002e3" },270398008112340994
"Mon, 19 Nov 2012 05:28:02 +0000","ItsAndreaBitch7",160010425,"Andrea Long",null,"RT @YourFavWhiteGuy: Math-Whiz Khalifa #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002e4" },270398005646086144
"Mon, 19 Nov 2012 05:27:59 +0000","natashaallstar",343096516,"Natasha ⚓",null,"RT @YourFavWhiteGuy: Bone-Thugs-on-eHarmony #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002e5" },270397992291426305
"Mon, 19 Nov 2012 05:27:59 +0000","smpaet",37269878,"Sheena Marie Paet",null,"RT @austindavies: #NerdRapperNames Eazy-A",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002e6" },270397989065986048
"Mon, 19 Nov 2012 05:27:57 +0000","xEric__",600567670,"Eric",null,"RT @SheeeRatchet: #NerdRapperNames Tyler, the calculator.",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002e7" },270397982367707137
"Mon, 19 Nov 2012 05:27:45 +0000","MeghanMasanic",443007028,"Meghan Masanic",null,"RT @YourFavWhiteGuy: MacBook Miller #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002e8" },270397932325445632
"Mon, 19 Nov 2012 05:27:45 +0000","jarred_mcbrayer",350923732,"Jarred Mcbrayer",null,"RT @YourFavWhiteGuy: Bone-Thugs-on-eHarmony #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002e9" },270397931159433216
"Mon, 19 Nov 2012 05:27:41 +0000","LBros324",241683291,"Laura Patrice",null,"RT @YourFavWhiteGuy: MacBook Miller #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002ea" },270397917473419264
"Mon, 19 Nov 2012 05:27:33 +0000","stephhmooree",470700556,"Stephanie Moore",null,"RT @YourFavWhiteGuy: Andre [2(500x2)]+25(40) #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002eb" },270397880689360896
"Mon, 19 Nov 2012 05:27:22 +0000","Teamjust1n",318815347,"Quincy McCall",null,"RT @SheeeRatchet: #NerdRapperNames Tyler, the calculator.",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002ec" },270397836603056128
"Mon, 19 Nov 2012 05:27:17 +0000","Michael_Tonelli",701454007,"Michael Tonelli",null,"rick floss #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002ed" },270397815677648897
"Mon, 19 Nov 2012 05:27:12 +0000","luqehakim",115736455,"Luqman Hakim",null,"perey baca #NerdRapperNames",null,{ "result_type" : "recent" },{ "$oid" : "50a9dae6fcb05d7eb40002ee" },270397795364638720
